date,R_F,R_MKT,R_ME,R_IA,R_ROE,R_EG
19740517,0.1640,-3.6347,0.2078,0.7203,1.0132,1.0116
19740524,0.1640,0.0075,-2.9095,-1.3900,0.3203,-1.4028
19740531,0.1312,-1.4676,0.3247,0.3743,-0.5142,0.2342
19740607,0.1719,5.8107,-0.2610,-0.6060,-0.1402,0.1396
19740614,0.1719,-1.5301,0.0694,0.5870,1.1537,0.3487
19740621,0.1719,-4.5418,0.4467,0.7627,0.3923,0.4558
19740628,0.1719,-2.3902,-0.1202,0.7864,0.1306,1.1998
19740705,0.1225,-3.0167,0.1853,0.7804,-0.2110,0.5149
19740712,0.1531,-0.9810,-0.7449,0.4844,1.0846,1.3671
19740719,0.1531,0.8974,1.2727,1.0610,0.4163,0.8379
19740726,0.1531,-1.2771,1.9304,2.0465,0.9192,2.1929
19740802,0.1458,-4.6981,1.5693,1.2589,0.7062,2.1871
19740809,0.1347,3.0152,1.0494,-0.2319,-0.5556,-0.6393
19740816,0.1347,-6.3026,2.0627,2.3986,0.5401,1.9793
19740823,0.1347,-5.4564,1.0482,2.2049,1.6879,3.0492
19740830,0.1347,0.2784,-2.2840,-2.2937,1.2529,-0.8529
19740906,0.1594,-1.3156,-0.9071,1.1264,0.0061,0.2242
19740913,0.1993,-8.4855,-0.0895,3.0065,-1.3973,0.8554
19740920,0.1993,7.2375,-2.0804,-1.1732,-0.2131,-1.0654
19740927,0.1993,-6.6260,4.3425,1.9421,-0.7702,2.5128
19741004,0.1310,-4.1107,1.7701,2.0508,1.2311,1.4469
19741011,0.1140,13.4680,-4.2863,-2.5889,1.8842,-1.7980
19741018,0.1140,1.6140,0.0239,-0.5103,1.6798,0.8909
19741025,0.1140,-2.4299,0.6233,0.1463,1.1811,1.5253
19741101,0.1168,4.9778,-3.2079,-0.5031,1.4786,-0.6089
19741108,0.1282,2.0061,-1.0343,-0.7188,-0.8773,-0.4653
19741115,0.1282,-3.7951,1.8911,2.1067,0.0020,0.9881
19741122,0.1282,-4.0922,-0.5092,0.6949,1.2814,-0.1777
19741129,0.1026,1.5186,-1.3989,0.3117,1.9565,1.1781
19741206,0.1664,-7.2905,0.2978,1.9931,-0.3361,1.3293
19741213,0.1664,2.4627,-3.7575,0.2604,0.6361,0.6212
19741220,0.1664,-0.6767,-0.6243,0.5647,0.1136,1.0764
19741227,0.1331,0.2552,-0.1694,-0.4125,0.4139,-0.1993
19750103,0.1154,5.4747,2.1782,0.2464,-4.1461,-3.1139
19750110,0.1222,3.3601,3.2804,0.9706,-4.7228,-1.2196
19750117,0.1222,-1.5519,3.1646,0.4057,-1.4540,-0.6597
19750124,0.1222,2.4425,0.4102,-0.2343,-0.2840,0.8402
19750131,0.1222,5.2829,2.0450,-2.1177,-0.0795,-2.0103
19750207,0.1137,2.3894,0.3911,-0.5333,1.4734,0.0857
19750214,0.1137,3.2987,-1.5316,-1.4694,1.0461,0.3872
19750221,0.0909,1.1522,-0.6490,0.2331,1.0985,0.0891
19750228,0.1137,-1.3502,0.2878,0.2309,-0.2684,-0.0539
19750307,0.1002,3.3137,-0.1969,-1.3904,-2.5080,-1.6923
19750314,0.1002,0.9324,3.2275,-0.5422,-1.2351,-0.6276
19750321,0.1002,-1.3313,0.4637,0.4708,0.1962,-0.4228
19750327,0.0802,0.3379,-0.5670,0.4356,1.4286,0.7120
19750404,0.1015,-3.1929,0.9932,0.7853,0.7276,0.9217
19750411,0.1018,3.5301,-1.7055,-0.7203,1.6030,0.6007
19750418,0.1018,2.4444,-0.1999,-0.3126,-0.2924,0.0772
19750425,0.1018,0.4282,1.3892,0.5160,0.9103,0.3793
19750502,0.1074,2.5969,-2.4211,-0.2647,0.5185,0.0660
19750509,0.1157,2.0299,1.3888,-0.4620,-0.4559,-0.2983
19750516,0.1157,-0.1123,0.6124,0.3103,-0.6383,-0.1246
19750523,0.1157,0.1956,0.5107,-1.3046,0.3856,0.3118
19750530,0.0926,0.8510,1.5889,1.6726,0.5835,0.4448
19750606,0.0983,1.5519,0.6821,0.5244,-0.4885,-0.2420
19750613,0.0983,-1.9836,0.5386,0.8982,-0.7026,0.3489
19750620,0.0983,2.3794,-0.6524,0.5672,1.3244,0.1466
19750627,0.0983,2.4000,0.3813,-1.2386,-1.0388,-0.7272
19750703,0.0851,-0.3849,1.6272,-0.8863,-0.9897,-0.1651
19750711,0.1091,0.5481,1.7496,0.8379,-1.1661,0.5272
19750718,0.1091,-1.2360,2.5277,1.1819,-0.3635,0.5289
19750725,0.1091,-4.4239,-1.0349,-0.0053,0.3357,0.4199
19750801,0.1102,-1.6866,-1.0385,0.0384,-0.0746,0.7692
19750808,0.1144,-2.5031,-1.7599,-0.9128,-0.1215,-0.6951
19750815,0.1144,0.0426,-0.5842,-0.1780,1.0432,1.0047
19750822,0.1144,-2.5559,-1.0564,0.5286,0.2214,0.0490
19750829,0.1144,3.2542,0.2354,0.2004,-0.3359,0.4808
19750905,0.1060,-1.5888,0.6584,0.4109,0.3240,-0.0255
19750912,0.1325,-3.0047,0.4706,-0.7528,-0.3680,1.0729
19750919,0.1325,2.7185,-1.2928,0.2579,0.5621,0.5605
19750926,0.1325,0.2726,-0.0199,1.3003,1.4331,1.8148
19751003,0.1205,-0.6043,-0.9394,0.2411,0.3987,0.2979
19751010,0.1125,2.4555,-1.5794,1.1707,2.4051,0.9020
19751017,0.1125,0.7960,0.0021,0.2481,0.2637,0.8724
19751024,0.1125,1.0445,-0.6378,1.3901,-0.2558,0.1746
19751031,0.1125,-1.1267,-0.4312,0.1323,-0.3521,0.3205
19751107,0.1084,0.5549,-0.8321,1.0712,-0.3853,0.8584
19751114,0.1084,1.8957,0.2932,0.0493,0.9474,0.7709
19751121,0.1084,-1.5889,0.5296,0.5055,-0.0794,-0.2744
19751128,0.0867,1.7907,-0.5714,0.0612,0.1375,0.2830
19751205,0.1130,-5.0710,0.9471,-0.8049,-0.8741,-0.0346
19751212,0.1130,0.7908,-1.6493,0.3887,-0.4674,0.1923
19751219,0.1130,1.1254,0.0562,-0.5507,-0.4287,0.1702
19751226,0.0904,1.5845,-0.6621,1.1445,-0.3451,-0.1103
19760102,0.0887,0.8770,2.0543,0.0905,-1.0336,0.2153
19760109,0.1046,4.6874,0.7723,0.0897,-0.8660,-0.3337
19760116,0.1046,2.1484,0.8443,-0.1389,-1.3047,0.4462
19760123,0.1046,2.1847,2.6704,0.9212,0.4760,1.0601
19760130,0.1046,1.8229,1.2147,0.0983,-0.0638,-0.3895
19760206,0.0907,-0.7484,1.8255,-0.5957,-1.7696,0.5033
19760213,0.0907,0.7040,2.7392,0.8489,-0.5139,-0.5076
19760220,0.0726,2.5326,2.5929,1.6085,-0.2648,0.7679
19760227,0.0907,-2.1205,-0.3200,0.3096,-1.0713,0.0883
19760305,0.0943,-0.5091,0.7756,0.6214,-0.4376,0.7058
19760312,0.0943,1.5712,-0.5239,0.9558,0.9052,-0.1763
19760319,0.0943,-0.5040,-0.2218,-0.1554,0.1034,-0.1783
19760326,0.0943,1.9487,-0.2537,-0.3741,0.6548,0.2469
19760402,0.0988,-0.6114,0.2672,0.4902,1.1874,1.3542
19760409,0.1055,-2.1397,-0.7113,-0.6894,-0.1518,-0.1132
19760415,0.0844,0.1675,-0.8964,0.2093,0.2946,-0.0837
19760423,0.1055,1.6238,0.5752,0.1913,-0.3960,0.1943
19760430,0.1055,-0.7271,0.1014,-0.2890,-0.1495,-0.3464
19760507,0.1029,0.3070,-0.4443,-0.2147,0.7414,-0.0442
19760514,0.1029,-0.3736,0.4079,0.1297,-0.7194,0.0427
19760521,0.1029,-0.1336,-0.1233,0.0087,0.0800,0.0431
19760528,0.1029,-1.1898,-1.0098,-0.9185,0.3385,0.2641
19760604,0.0807,-0.9270,-0.0738,-0.2826,0.0549,0.5311
19760611,0.1009,1.5103,-0.7686,-0.0487,0.1041,-0.0094
19760618,0.1009,2.7629,-0.0774,0.5870,0.3847,0.2513
19760625,0.1009,0.0744,0.7274,0.3951,0.0721,0.2818
19760702,0.1023,0.3889,0.7477,0.3505,-0.9851,-0.1684
19760709,0.0835,0.8118,0.4142,0.9019,0.2123,0.0942
19760716,0.1043,-0.2748,0.7279,0.3571,-0.1522,0.0523
19760723,0.1043,-0.6480,0.0433,-0.0442,0.0348,0.6079
19760730,0.1043,-0.7301,-0.4880,0.0904,0.9343,0.8841
19760806,0.1076,0.4810,-0.1685,0.1260,0.4497,0.9209
19760813,0.1076,0.3903,-0.7328,0.1050,0.1131,0.1064
19760820,0.1076,-1.8173,-0.4927,-0.6491,-0.6019,-0.3476
19760827,0.1076,-0.8514,-0.3067,-0.4257,-0.0943,-0.3537
19760903,0.0990,2.6011,-0.4154,0.0269,0.3076,-0.0059
19760910,0.0746,0.2985,0.2316,-0.8255,-0.1780,0.1375
19760917,0.0933,1.3698,-0.5353,-0.3323,0.5778,0.3583
19760924,0.0933,0.4905,0.2017,0.4539,0.3562,0.1458
19761001,0.0941,-2.3177,0.2401,-0.6818,-0.2288,0.3577
19761008,0.0973,-1.5656,0.3505,-1.0143,0.1388,-0.0155
19761015,0.0973,-1.6735,0.1404,-0.4765,-0.6231,-0.9899
19761022,0.0973,-0.8433,0.4634,0.7447,0.1557,0.0435
19761029,0.0973,2.6219,-0.7529,-0.0271,1.1269,0.8412
19761105,0.0886,-1.3913,1.4753,0.6102,-1.4285,-0.5813
19761112,0.1108,-1.5650,0.3607,-0.9173,0.2115,-0.6778
19761119,0.1108,2.7969,-0.0611,0.0818,0.4367,1.0850
19761126,0.0886,1.4392,0.7634,0.1089,0.5737,0.4467
19761203,0.0931,-0.1964,1.3365,0.5893,-0.0287,0.1397
19761210,0.0812,2.1463,1.2671,0.8833,-0.8574,-0.0910
19761217,0.0812,-0.1772,0.6832,-0.1872,-1.3772,0.5079
19761223,0.0650,0.4047,-0.2319,-0.0670,0.3581,0.0631
19761231,0.0812,2.5256,0.8319,0.2910,0.5029,0.2451
19770107,0.0855,-1.7645,3.0932,0.5437,-0.3282,-0.2703
19770114,0.0855,-0.6858,1.0519,0.6385,-0.0331,0.3091
19770121,0.0855,-0.3783,1.7596,0.4248,-0.5076,0.7470
19770128,0.0855,-1.2389,0.6423,-0.1388,-1.2163,0.8950
19770204,0.0907,0.1518,0.7493,-1.0480,-0.0100,0.1022
19770211,0.0920,-1.4736,0.8312,0.2288,0.4004,-0.4158
19770218,0.0920,0.2853,-0.3014,0.5711,0.5776,0.1314
19770225,0.0736,-1.1181,-0.3109,-0.1572,0.2601,0.4463
19770304,0.0838,1.6292,-0.2198,-0.2699,0.1029,0.0751
19770311,0.0818,-0.3783,0.5278,-0.1954,-0.3433,0.4771
19770318,0.0818,0.9491,-0.1973,0.3600,0.8178,-0.4002
19770325,0.0818,-2.4800,1.4303,-0.7399,-0.1746,-0.5793
19770401,0.0860,-0.0987,-0.7331,0.7018,0.0610,0.1832
19770407,0.0821,-0.9360,-0.1184,-0.1519,0.2520,0.4565
19770415,0.1027,2.6132,-0.1755,0.6351,0.8342,0.3868
19770422,0.1027,-2.2377,1.6888,0.2443,-1.1512,-0.2679
19770429,0.1027,-0.0156,0.0352,0.4053,0.2795,0.1558
19770506,0.0917,1.4240,0.1055,0.4617,0.4775,0.0024
19770513,0.0917,-0.1777,0.7323,0.3047,0.1939,0.3514
19770520,0.0917,0.4363,0.4649,-0.1344,0.4910,1.1879
19770527,0.0917,-2.8822,0.4621,-0.2648,0.2181,0.8594
19770603,0.0689,1.2301,-0.6115,-0.1527,0.5865,0.2524
19770610,0.0843,0.8260,0.8671,0.3490,0.5534,0.7536
19770617,0.0843,1.5658,0.1240,-0.7132,0.3459,0.5159
19770624,0.0843,1.3428,1.0985,-0.1405,0.6309,0.6245
19770701,0.0878,-0.8020,1.6948,-0.0866,0.3014,0.7852
19770708,0.0814,-0.1374,0.8401,0.4736,0.0991,0.5126
19770715,0.0814,0.4183,0.1328,0.3907,0.9869,1.3093
19770722,0.1018,1.1925,-0.4154,0.4292,0.2812,0.3461
19770729,0.1018,-2.8342,-0.0776,-0.2144,0.5899,0.3894
19770805,0.1083,0.0016,-0.1106,-0.0648,0.5891,0.3105
19770812,0.1083,-0.6795,0.1150,-0.2223,-0.0880,-0.1739
19770819,0.1083,-0.4264,0.2116,-0.2325,1.4201,-0.0078
19770826,0.1083,-1.2763,0.0194,0.2730,-0.3214,-0.1452
19770902,0.1062,1.3491,0.0494,-0.5350,0.1611,0.0398
19770909,0.0823,-1.0544,0.8262,-0.0448,-0.0035,0.2482
19770916,0.1029,0.0673,0.1602,-0.0915,0.3398,0.3373
19770923,0.1029,-1.4078,0.4384,-0.1525,0.4380,0.9407
19770930,0.1029,1.3676,-0.5471,0.0256,0.4062,0.0175
19771007,0.1175,-0.3469,0.8038,-0.3668,-0.7254,0.0587
19771014,0.1175,-2.7109,-0.0794,-0.0266,-0.1336,0.3649
19771021,0.1175,-1.2189,0.5101,-0.1800,-0.5110,0.8242
19771028,0.1175,0.0377,-0.2747,0.1900,0.4796,-0.1326
19771104,0.1178,-0.6864,1.2122,0.0397,0.1762,0.5011
19771111,0.1178,4.7823,-0.1409,0.2465,1.3620,-0.0218
19771118,0.1178,-0.1487,2.3717,0.4461,0.6289,0.6251
19771125,0.0943,1.6927,0.4112,0.1903,0.6798,-0.1551
19771202,0.1154,-1.7117,1.8519,0.3882,-0.3450,0.5700
19771209,0.1117,-1.1327,0.2839,-0.3270,0.0390,0.7415
19771216,0.1117,-0.1926,0.4566,0.0639,0.2315,0.4570
19771223,0.1117,1.0572,-0.9521,-0.1058,0.2984,-0.3028
19771230,0.0894,0.4981,0.3177,-0.2464,0.4724,0.7706
19780106,0.1021,-3.6303,0.5271,-0.1340,-1.3189,-0.6646
19780113,0.1277,-2.1899,-0.0965,0.6020,-0.9872,-0.0004
19780120,0.1277,0.2973,0.8598,0.1420,0.2488,-0.1559
19780127,0.1277,-1.2796,1.1082,0.5656,0.1157,0.7009
19780203,0.1290,1.4843,1.0571,-0.0744,0.6224,0.6837
19780210,0.1298,0.7770,0.6137,0.5687,-0.2697,0.1637
19780217,0.1298,-2.1988,0.9596,0.5788,-0.0357,0.7589
19780224,0.1038,0.6880,0.7490,-0.1279,0.6618,0.3656
19780303,0.1202,-1.0401,0.5752,1.0075,-0.5502,0.1741
19780310,0.1138,1.6731,0.4191,0.1148,0.7088,-0.1407
19780317,0.1138,1.4947,0.4604,0.9199,-0.1305,0.2802
19780323,0.0910,-0.7057,1.2986,0.0542,-0.3291,0.0976
19780331,0.1138,-0.0624,0.9338,0.5891,-0.0220,0.0608
19780407,0.1425,1.1802,0.6530,-0.3366,0.6598,0.0006
19780414,0.1425,2.9168,0.0825,-0.3508,1.7326,0.0932
19780421,0.1425,1.3189,-0.1003,0.0849,1.2253,0.0440
19780428,0.1425,2.1896,-0.6031,0.2796,1.6487,0.3859
19780505,0.1206,0.4679,1.8162,0.5268,0.3346,0.6171
19780512,0.1206,1.6257,0.7146,0.1431,0.5560,0.6000
19780519,0.1206,0.3557,0.8339,-0.3695,-0.4422,-0.7967
19780526,0.1206,-1.3406,0.2991,0.4182,-0.2189,0.0202
19780602,0.0969,1.4839,-0.2045,0.2856,0.5985,0.5217
19780609,0.1218,1.9642,0.8363,0.1941,1.4701,0.9289
19780616,0.1218,-2.0640,1.7235,-0.4323,-0.1018,0.1434
19780623,0.1218,-1.8505,-0.3200,0.5981,-0.7259,-0.5166
19780630,0.1218,-0.5530,-0.7577,0.2060,0.3754,0.2505
19780707,0.1116,-0.6390,-0.0823,0.1753,0.4523,0.2854
19780714,0.1395,2.5575,-0.6274,0.2470,0.9335,0.8879
19780721,0.1395,0.2133,1.0794,-0.0285,-0.0735,0.5313
19780728,0.1395,2.1725,0.0106,0.0127,0.5346,1.1313
19780804,0.1242,3.8716,-1.5045,-0.1281,0.8621,0.3443
19780811,0.1204,0.5569,2.3067,-0.0847,0.2039,0.0908
19780818,0.1204,0.9965,1.2209,0.6810,0.2960,-0.1401
19780825,0.1204,0.4219,1.2542,0.3737,0.8300,0.1918
19780901,0.1261,-0.9659,0.8468,0.8126,0.1822,0.0782
19780908,0.1190,2.7700,-0.1356,0.0019,1.0733,0.6331
19780915,0.1488,-2.2753,1.0806,-0.7796,-2.6827,-1.4540
19780922,0.1488,-2.7245,-1.4437,0.4464,-1.5550,-0.5048
19780929,0.1488,0.4957,0.0701,0.1771,-0.5676,0.4168
19781006,0.1699,0.8288,-0.1732,-0.4315,0.2388,0.4191
19781013,0.1699,0.8490,-0.2650,0.0777,1.0004,0.1478
19781020,0.1699,-7.4313,-4.6047,-0.0450,-1.9733,-0.2168
19781027,0.1699,-4.6994,-4.4216,1.0892,-1.0763,0.5717
19781103,0.1683,1.8543,-0.7545,-0.3994,1.4637,1.1534
19781110,0.1672,-1.3445,0.3253,-0.0147,-0.6468,-0.6783
19781117,0.1672,-0.4491,-1.2131,-0.4878,-0.3564,0.4720
19781124,0.1337,1.8468,1.8882,0.5362,1.9000,0.7053
19781201,0.1705,0.5129,0.6915,-0.7119,0.7601,0.5560
19781208,0.1838,0.6107,0.8726,-0.1402,0.6450,0.1542
19781215,0.1838,-1.4499,-0.4513,-0.0022,0.1332,0.7932
19781222,0.1838,0.5791,-0.7789,-0.5581,0.5458,0.7309
19781229,0.1470,-0.3889,0.4322,-0.2651,0.2709,0.4012
19790105,0.1428,3.3350,1.7948,0.2914,0.0823,-0.5511
19790112,0.1786,0.8528,0.9006,-0.0991,0.7668,-0.3773
19790119,0.1786,-0.1942,1.0393,0.7156,0.0353,-0.2949
19790126,0.1786,1.8885,-0.5352,0.4469,-1.1787,0.2602
19790202,0.1840,-2.0036,1.0025,-0.0410,-1.0529,-0.2372
19790209,0.1922,-1.5251,-0.2335,0.0125,-1.2490,0.2244
19790216,0.1922,0.8183,0.4156,-0.2037,-0.2901,-0.0480
19790223,0.1537,-0.8386,0.4329,0.0908,-0.1801,0.0047
19790302,0.1962,-1.0029,-0.0594,0.0107,-0.5236,0.3418
19790309,0.2022,2.5604,0.2851,0.7281,1.2322,0.8188
19790316,0.2022,1.2106,1.1481,0.0260,-0.4830,-0.5771
19790323,0.2022,0.8311,0.7353,-0.2648,0.9472,-0.3058
19790330,0.2022,0.0645,0.9846,0.1036,0.5085,0.3238
19790406,0.2116,1.4312,0.0435,-0.1270,0.2775,0.0325
19790412,0.1692,-1.0037,1.1268,0.8330,0.0565,0.1565
19790420,0.2116,-0.8460,0.6253,0.1822,0.6557,-0.5067
19790427,0.2116,0.4023,0.6743,-0.0508,0.5938,-0.0727
19790504,0.1902,-0.9890,0.4480,0.3573,0.4173,0.3110
19790511,0.1849,-2.2843,-1.1360,-0.3292,-0.6526,0.2157
19790518,0.1849,1.3546,-0.1693,0.6311,0.3556,0.6217
19790525,0.1849,0.7927,1.2760,-0.7813,-0.0789,-0.5140
19790601,0.1482,-1.0011,0.2202,-0.0720,-0.5752,-0.1555
19790608,0.1865,2.4161,-0.1353,-0.3933,0.2303,-0.6882
19790615,0.1865,0.6632,0.6240,0.1841,-1.3094,-1.0227
19790622,0.1865,0.4326,0.1549,-0.1985,0.2430,0.2025
19790629,0.1865,0.1705,-0.0269,-0.3648,-0.1708,-0.2086
19790706,0.1596,0.6264,0.0090,0.8006,1.0668,0.1348
19790713,0.1996,-1.2506,0.8763,0.3356,-0.5932,-1.0963
19790720,0.1996,-0.6344,-0.0766,0.3321,-0.1749,-0.0032
19790727,0.1996,1.3012,0.3671,-0.3742,0.1426,-0.0451
19790803,0.1775,1.0397,0.7447,-0.7982,0.5754,-0.2515
19790810,0.1627,2.2358,-0.2199,-0.7174,0.9545,-0.1028
19790817,0.1627,1.7575,0.2090,0.2652,0.8586,0.5753
19790824,0.1627,0.3694,0.1707,0.7942,0.1290,0.1381
19790831,0.1627,0.7423,0.8894,-0.4244,0.6416,-0.1000
19790907,0.1623,-1.6284,-0.6863,0.4094,-0.3454,0.7377
19790914,0.2029,1.0692,0.6461,-0.9833,0.3610,0.6714
19790921,0.2029,0.9721,-0.7807,-0.0898,0.6913,1.2109
19790928,0.2029,-1.1351,0.7327,0.5704,0.1354,0.2591
19791005,0.2084,1.7231,0.3885,-0.3409,0.5021,0.4613
19791012,0.2084,-6.8015,-2.6053,0.3668,-0.9038,0.2671
19791019,0.2084,-3.0549,-0.4259,0.7106,-0.0161,0.5637
19791026,0.2084,-1.3110,-0.9489,-0.8693,0.4454,0.1956
19791102,0.2187,2.2632,0.4273,-0.0557,1.2616,0.3755
19791109,0.2343,-0.7842,0.1029,-0.6298,0.2018,0.3052
19791116,0.2343,2.2848,-0.1742,-0.6350,1.0592,0.4654
19791123,0.1874,0.7663,-0.0131,-0.3089,0.5424,0.2293
19791130,0.2343,1.9033,2.0395,-0.7546,0.2026,-1.4681
19791207,0.2543,1.3481,0.9285,-1.0480,0.0160,-0.1082
19791214,0.2543,1.2402,0.4206,-0.3671,1.0023,0.3592
19791221,0.2543,-1.1200,1.6995,-0.1252,0.0237,-0.3766
19791228,0.2034,0.2146,0.6763,0.1361,-0.1616,-0.1154
19800104,0.1591,-1.4364,0.1822,0.5304,-0.4835,-1.1078
19800111,0.1805,3.5203,1.3105,-0.5988,0.0001,-0.1796
19800118,0.1805,0.8680,1.0185,1.3945,0.1494,0.9829
19800125,0.1805,1.9771,-0.8732,-0.4390,1.4782,0.5392
19800201,0.1975,1.2102,-0.8711,0.9354,1.3742,0.2678
19800208,0.2653,2.2436,-0.9105,1.5349,1.2067,1.4179
19800215,0.2653,-2.2577,0.4529,-0.2404,-0.2455,-0.0297
19800222,0.2122,-0.7622,-0.7181,0.3387,1.4577,1.8066
19800229,0.2653,-1.2175,-0.1810,-0.4256,-0.4481,0.1856
19800307,0.2846,-6.6031,-1.2786,-0.2249,-0.4743,-0.3633
19800314,0.2846,-1.6163,-1.0090,0.1576,-1.7663,-0.6856
19800321,0.2846,-3.3639,-0.9175,0.6970,-0.4308,0.2791
19800328,0.2846,-3.2060,-4.6961,-0.1701,0.7837,-0.3538
19800403,0.2397,2.2176,1.9502,-0.4200,-0.2987,-0.4681
19800411,0.3048,1.3779,-0.0196,0.1966,-0.3464,0.4459
19800418,0.3048,-3.2696,0.2743,1.1492,-1.7967,0.1558
19800425,0.3048,4.1626,-0.7679,-0.1200,2.9852,1.2667
19800502,0.2577,0.4738,0.3133,0.2400,-1.2248,-0.5140
19800509,0.1871,-0.1217,1.5668,0.2898,-1.5676,-0.8431
19800516,0.1871,2.4285,0.3730,-1.1114,0.2091,-0.4473
19800523,0.1871,2.9246,-0.5125,-0.1099,1.2918,0.3356
19800530,0.1497,0.4840,-0.2137,-0.1959,0.3765,0.8471
19800606,0.1499,1.8459,0.7521,-0.4736,2.2288,0.7654
19800613,0.1499,2.3104,-0.8344,-0.6267,0.8239,0.1939
19800620,0.1499,-1.3356,0.6609,0.8783,-0.3893,0.0753
19800627,0.1499,1.7025,0.1713,-1.0147,0.9970,-0.0444
19800703,0.1018,1.1147,0.2968,-0.1990,0.2383,0.1957
19800711,0.1198,0.5420,1.6063,-0.2964,-0.4585,-1.2269
19800718,0.1198,3.2444,0.5137,-1.5585,0.1575,-0.6815
19800725,0.1198,-0.9491,0.8320,-0.1684,0.7235,0.8754
19800801,0.1242,0.7209,1.6493,0.3058,-1.8000,-2.2442
19800808,0.1419,2.0383,0.2353,-0.0353,0.2795,0.2360
19800815,0.1419,1.7923,0.9503,0.3158,1.4842,-0.1336
19800822,0.1419,0.6346,0.7871,-0.4912,1.2812,0.8209
19800829,0.1419,-2.4066,1.5549,0.5284,-0.3604,0.3616
19800905,0.1651,2.2005,1.0692,-0.2651,0.8508,-0.1451
19800912,0.2064,0.7089,1.7598,-0.2147,0.9250,-0.5515
19800919,0.2064,2.7155,0.2928,0.0243,1.8929,-0.2278
19800926,0.2064,-2.5279,-1.4643,-0.3732,1.2917,2.7627
19801003,0.1984,2.1931,-1.0388,0.2105,2.9082,1.5973
19801010,0.1931,0.8974,0.8697,-1.0409,0.7049,0.7905
19801017,0.1931,0.5157,-0.4882,0.4431,1.3294,1.4284
19801024,0.1931,-1.4018,0.5805,0.1762,-1.0773,-1.0279
19801031,0.1931,-2.0107,0.5238,0.8918,0.4630,0.2757
19801107,0.1970,1.1114,-1.3243,-0.0837,1.8107,0.5536
19801114,0.2463,5.9216,-1.9706,-1.9749,2.4873,-0.0023
19801121,0.2463,1.4348,-0.7557,-0.1507,2.3294,-0.1109
19801128,0.1970,0.8976,-0.6592,0.3865,1.8025,0.3736
19801205,0.3198,-4.5908,2.2447,0.7607,-1.2132,-0.3805
19801212,0.3198,-4.3010,-1.9404,-0.3254,-0.9308,1.2269
19801219,0.3198,3.3586,-0.4040,0.5906,2.1542,-0.1290
19801226,0.2558,1.7326,0.2863,-0.3349,-1.5932,-0.4255
19810102,0.2391,-0.0061,1.4760,0.3141,-0.1833,-0.2194
19810109,0.2362,-2.6597,-0.0614,1.1241,-2.6766,0.8413
19810116,0.2362,0.9677,0.4511,0.3744,1.2181,0.3505
19810123,0.2362,-3.3433,1.9150,0.0785,-0.5657,-0.1170
19810130,0.2362,-0.5263,1.0078,0.8024,-2.3356,-0.6768
19810206,0.2801,0.7264,-0.2782,-0.0283,-0.6462,0.5178
19810213,0.2801,-2.8062,0.9567,1.5683,-0.3135,0.9291
19810220,0.2240,-0.7946,-0.2773,0.2252,0.2529,0.6514
19810227,0.2801,3.5811,-0.4892,0.0419,1.3979,-0.5717
19810306,0.2975,-0.8045,1.7323,-0.2919,-1.3227,-1.0581
19810313,0.2975,2.1802,-0.6309,-1.0340,-0.2841,-0.2526
19810320,0.2975,0.8870,1.8364,0.9161,-1.3165,-0.1781
19810327,0.2975,0.4612,0.3249,-1.8411,1.0462,-0.1147
19810403,0.2720,0.6622,1.4090,-0.2353,-0.1882,-0.2102
19810410,0.2551,-0.4483,2.0998,0.5937,0.0823,0.0988
19810416,0.2040,-0.1517,0.5118,0.1760,0.6650,0.2461
19810424,0.2551,0.1893,1.3165,1.1485,0.1612,0.1562
19810501,0.2571,-1.8455,-0.9717,0.6440,1.1077,0.4357
19810508,0.2651,-0.7445,-0.7655,-0.4986,0.7002,-0.4412
19810515,0.2651,0.3697,0.5764,0.1656,-0.9425,0.3584
19810522,0.2651,-0.1627,1.3634,-0.2925,0.8846,0.2471
19810529,0.2120,0.9149,1.3248,0.1982,-1.0007,1.4148
19810605,0.3425,-0.7618,0.2899,0.8540,-0.6585,1.5243
19810612,0.3425,0.8139,0.6712,0.5044,-0.3212,0.7213
19810619,0.3425,-1.3026,-0.7096,1.4574,0.3408,-0.0771
19810626,0.3425,0.0009,-0.3998,-0.1276,0.4296,-0.0189
19810702,0.2447,-3.2273,-0.0452,0.3561,0.2798,-0.1829
19810710,0.2696,0.0507,-0.6309,-1.2239,0.5080,-0.9675
19810717,0.2696,0.8296,-0.3339,-0.8130,1.3153,-0.2500
19810724,0.2696,-2.0506,-0.4954,-0.1530,0.6965,0.0891
19810731,0.2696,1.6152,-0.4143,-0.2313,0.1862,0.3118
19810807,0.3034,0.7735,-0.8298,-0.8693,0.8405,-0.3711
19810814,0.3034,0.3009,-0.1833,-0.0672,0.6610,-0.2892
19810821,0.3034,-2.7962,0.4754,1.2356,0.0340,0.9832
19810828,0.3034,-4.2483,-0.7260,0.6881,-0.6527,1.4276
19810904,0.3032,-3.6867,-0.1391,1.3796,-0.1656,1.3784
19810911,0.2424,0.8901,-1.2031,0.4536,0.1035,0.3260
19810918,0.3031,-4.5547,1.2718,2.6944,0.3445,2.5615
19810925,0.3031,-3.9719,-1.9770,1.5177,-0.2997,2.1950
19811002,0.2876,5.8072,-0.2149,-3.0944,1.6186,-2.9728
19811009,0.2644,2.1072,1.5167,0.4848,0.8729,-0.7799
